N,epsilon,transition_prob,discount_factor,global_phase_size,aggregate_phase_size,algorithm,time,iterations,total_updates,error,num_mega_states,t_sa_final,theoretical_bound,speedup_updates
200,0.05,0.98,0.9,2,10,mega_state_agg,7.529341907706112,110,801240,0.9049072299126522,23,90,1.0000000000000002,4.443113174579402
200,0.05,0.98,0.9,5,20,value_iteration,38.177793285343796,89,3560000,0.0,,,1.0000000000000002,4.679407976024606
200,0.05,0.98,0.9,5,20,mega_state_agg,7.629442355129868,79,760780,0.96000886344404,20,60,1.0000000000000002,4.679407976024606
200,0.05,0.98,0.95,2,5,value_iteration,74.24523387197405,180,7200000,0.0,,,1.9999999999999984,5.797428196436192
200,0.05,0.98,0.95,2,5,mega_state_agg,12.385263059753925,106,1241930,1.981580318361818,47,75,1.9999999999999984,5.797428196436192
200,0.05,0.98,0.95,2,10,value_iteration,73.5181659059599,180,7200000,0.0,,,1.9999999999999984,4.98435466452524
200,0.05,0.98,0.95,2,10,mega_state_agg,13.557175904046744,206,1444520,1.9872218056517355,50,170,1.9999999999999984,4.98435466452524
200,0.05,0.98,0.95,5,20,value_iteration,74.68239504517987,180,7200000,0.0,,,1.9999999999999984,5.129739665711965
200,0.05,0.98,0.95,5,20,mega_state_agg,13.606316130142659,155,1403580,1.9730069560463406,51,120,1.9999999999999984,5.129739665711965
200,0.05,0.98,0.99,2,5,value_iteration,83.097386399284,209,8360000,0.0,,,9.999999999999991,1.7133201418612682
200,0.05,0.98,0.99,2,5,mega_state_agg,47.23867808422074,421,4879415,9.919371246221061,283,300,9.999999999999991,1.7133201418612682
200,0.05,0.98,0.99,2,10,value_iteration,82.88325181603432,209,8360000,0.0,,,9.999999999999991,1.8561690978929373
200,0.05,0.98,0.99,2,10,mega_state_agg,45.32291746791452,661,4503900,9.857631554460099,239,550,9.999999999999991,1.8561690978929373
200,0.05,1.0,0.8,2,5,value_iteration,9.444943885784596,43,1720000,0.0,,,0.5000000000000001,4.2987103868839345
200,0.05,1.0,0.8,2,5,mega_state_agg,1.9776517818681896,30,400120,0.40610221772901234,9,20,0.5000000000000001,4.2987103868839345
200,0.05,1.0,0.8,2,10,value_iteration,9.082407495006919,43,1720000,0.0,,,0.5000000000000001,4.297421547071757
200,0.05,1.0,0.8,2,10,mega_state_agg,1.969073573127389,50,400240,0.46702802359984386,9,40,0.5000000000000001,4.297421547071757
200,0.05,1.0,0.8,5,20,value_iteration,8.67866522539407,43,1720000,0.0,,,0.5000000000000001,4.2987103868839345
200,0.05,1.0,0.8,5,20,mega_state_agg,1.9486468629911542,30,400120,0.4265528363817941,6,20,0.5000000000000001,4.2987103868839345
200,0.05,1.0,0.85,2,5,value_iteration,12.171603471972048,58,2320000,0.0,,,0.6666666666666666,4.831571822772947
200,0.05,1.0,0.85,2,5,mega_state_agg,2.3002858189865947,37,480175,0.6659765812312806,11,25,0.6666666666666666,4.831571822772947
200,0.05,0.98,0.99,5,20,value_iteration,82.91615933924913,209,8360000,0.0,,,9.999999999999991,1.8767951343412652
200,0.05,0.98,0.99,5,20,mega_state_agg,43.82919887127355,548,4454402,9.990849660875355,259,438,9.999999999999991,1.8767951343412652
200,0.05,1.0,0.85,2,10,value_iteration,12.43550614407286,58,2320000,0.0,,,0.6666666666666666,4.457423916384876
200,0.05,1.0,0.85,2,10,mega_state_agg,2.4355686460621655,73,520480,0.625943991498179,13,60,0.6666666666666666,4.457423916384876
200,0.05,1.0,0.85,5,20,value_iteration,11.975927567109466,58,2320000,0.0,,,0.6666666666666666,4.458623207902526
200,0.05,1.0,0.85,5,20,mega_state_agg,2.5917618866078556,53,520340,0.6547395283159299,11,40,0.6666666666666666,4.458623207902526
200,0.05,1.0,0.9,2,5,value_iteration,18.55006145313382,89,3560000,0.0,,,1.0000000000000002,4.941699056079956
200,0.05,1.0,0.9,2,5,mega_state_agg,3.4334123129956424,58,720400,0.9619821157194242,17,40,1.0000000000000002,4.941699056079956
200,0.05,1.0,0.9,2,10,value_iteration,18.938786186743528,89,3560000,0.0,,,1.0000000000000002,4.444499931334973
200,0.05,1.0,0.9,2,10,mega_state_agg,3.7388958600349724,110,800990,0.9522402123027156,19,90,1.0000000000000002,4.444499931334973
200,0.05,1.0,0.9,5,20,value_iteration,17.980137866921723,89,3560000,0.0,,,1.0000000000000002,4.446331776284565
200,0.05,1.0,0.9,5,20,mega_state_agg,3.822606165893376,80,800660,0.9090800485997317,16,60,1.0000000000000002,4.446331776284565
200,0.05,1.0,0.95,2,5,value_iteration,38.48210806399584,181,7240000,0.0,,,1.9999999999999984,5.650621451288755
200,0.05,1.0,0.95,2,5,mega_state_agg,5.718195776920766,107,1281275,1.9900319752450457,31,75,1.9999999999999984,5.650621451288755
200,0.05,1.0,0.95,2,10,value_iteration,35.975279964040965,181,7240000,0.0,,,1.9999999999999984,4.751903386715673
200,0.05,1.0,0.95,2,10,mega_state_agg,7.256978617981076,218,1523600,1.9085998750603608,37,180,1.9999999999999984,4.751903386715673
200,0.05,1.0,0.95,5,20,value_iteration,36.931235793977976,181,7240000,0.0,,,1.9999999999999984,4.8821934805184295
200,0.05,1.0,0.95,5,20,mega_state_agg,6.979840322863311,177,1482940,1.9574985379631116,36,140,1.9999999999999984,4.8821934805184295
200,0.05,1.0,0.99,2,5,value_iteration,39.576627204194665,200,8000000,0.0,,,9.999999999999991,1.7179123499645144
200,0.05,1.0,0.99,2,5,mega_state_agg,21.364819320850074,401,4656815,9.784956387415491,115,285,9.999999999999991,1.7179123499645144
200,0.05,1.0,0.99,2,10,value_iteration,40.862526189070195,200,8000000,0.0,,,9.999999999999991,1.7117315662557797
200,0.05,1.0,0.99,2,10,mega_state_agg,23.94224038068205,686,4673630,9.94062458835731,115,570,9.999999999999991,1.7117315662557797
200,0.1,0.5,0.8,2,5,value_iteration,13.98405783995986,37,1480000,0.0,,,1.0000000000000002,9.248728299858769
200,0.1,0.5,0.8,2,5,mega_state_agg,1.4230839149095118,10,160022,0.996850008182272,7,6,1.0000000000000002,9.248728299858769
200,0.05,1.0,0.99,5,20,value_iteration,39.63902393402532,200,8000000,0.0,,,9.999999999999991,1.8083783525356742
200,0.05,1.0,0.99,5,20,mega_state_agg,20.870860524941236,533,4423853,9.995776707299953,111,423,9.999999999999991,1.8083783525356742
200,0.1,0.5,0.8,2,10,value_iteration,15.077565297018737,37,1480000,0.0,,,1.0000000000000002,12.330250770640673
200,0.1,0.5,0.8,2,10,mega_state_agg,1.177999909967184,13,120030,0.8927562814833578,3,10,1.0000000000000002,12.330250770640673
200,0.1,0.5,0.8,5,20,value_iteration,13.914396524894983,37,1480000,0.0,,,1.0000000000000002,7.398964145019697
200,0.1,0.5,0.8,5,20,mega_state_agg,1.7849323297850788,9,200028,0.923090730679621,7,4,1.0000000000000002,7.398964145019697
200,0.1,0.5,0.85,2,5,value_iteration,18.525975657626987,49,1960000,0.0,,,1.3333333333333333,8.164965632159968
200,0.1,0.5,0.85,2,5,mega_state_agg,2.1328326570801437,16,240050,1.1818192138360013,7,10,1.3333333333333333,8.164965632159968
200,0.1,0.5,0.85,2,10,value_iteration,18.61197338066995,49,1960000,0.0,,,1.3333333333333333,12.245025458407522
200,0.1,0.5,0.85,2,10,mega_state_agg,1.4843718311749399,19,160065,1.3310926796297116,7,15,1.3333333333333333,12.245025458407522
200,0.1,0.5,0.85,5,20,value_iteration,19.187269310932606,49,1960000,0.0,,,1.3333333333333333,9.796228452045963
200,0.1,0.5,0.85,5,20,mega_state_agg,1.8341975039802492,16,200077,1.3050990728412408,7,11,1.3333333333333333,9.796228452045963
200,0.1,0.5,0.9,2,5,value_iteration,28.009513594210148,74,2960000,0.0,,,2.0000000000000004,8.217656857301499
200,0.1,0.5,0.9,2,5,mega_state_agg,3.256461448967457,29,360200,1.8766011062943342,18,20,2.0000000000000004,8.217656857301499
200,0.1,0.5,0.9,2,10,value_iteration,28.59033416165039,74,2960000,0.0,,,2.0000000000000004,10.563128970094926
200,0.1,0.5,0.9,2,10,mega_state_agg,2.6339417211711407,37,280220,1.8668919668261985,12,30,2.0000000000000004,10.563128970094926
200,0.1,0.5,0.9,5,20,value_iteration,28.3743908717297,74,2960000,0.0,,,2.0000000000000004,9.245377311344328
200,0.1,0.5,0.9,5,20,mega_state_agg,2.907640289980918,28,320160,1.9930578992947723,8,20,2.0000000000000004,9.245377311344328
200,0.1,0.5,0.95,2,5,value_iteration,57.08064034814015,148,5920000,0.0,,,3.999999999999997,7.035976182269815
200,0.1,0.5,0.95,2,5,mega_state_agg,8.139872470870614,71,841390,3.8333396078510873,51,50,3.999999999999997,7.035976182269815
200,0.1,0.5,0.95,2,10,value_iteration,56.709339539986104,148,5920000,0.0,,,3.999999999999997,8.681370248709525
200,0.1,0.5,0.95,2,10,mega_state_agg,6.364200636744499,97,681920,3.850537395563361,49,80,3.999999999999997,8.681370248709525
200,0.1,0.5,0.95,5,20,value_iteration,57.21617393195629,148,5920000,0.0,,,3.999999999999997,8.204900765051558
200,0.1,0.5,0.95,5,20,mega_state_agg,6.849634927231818,78,721520,3.9756894675360357,42,60,3.999999999999997,8.204900765051558
200,0.1,0.5,0.99,2,5,value_iteration,133.59337308770046,351,14040000,0.0,,,19.999999999999982,2.724229929662867
200,0.1,0.5,0.99,2,5,mega_state_agg,47.778141066432,442,5153750,19.95335907368151,432,315,19.999999999999982,2.724229929662867
200,0.1,0.5,0.99,2,10,value_iteration,137.6055095330812,351,14040000,0.0,,,19.999999999999982,2.9905745779860484
200,0.1,0.5,0.99,2,10,mega_state_agg,45.06172955688089,684,4694750,19.998071060517788,437,570,19.999999999999982,2.9905745779860484
200,0.1,0.6,0.8,2,5,value_iteration,14.389853242784739,38,1520000,0.0,,,1.0000000000000002,9.498693929584682
200,0.1,0.6,0.8,2,5,mega_state_agg,1.4651322490535676,10,160022,0.9968065690310732,7,6,1.0000000000000002,9.498693929584682
200,0.1,0.6,0.8,2,10,value_iteration,14.575487873982638,38,1520000,0.0,,,1.0000000000000002,12.663500791468799
200,0.1,0.6,0.8,2,10,mega_state_agg,1.0806611408479512,13,120030,0.89271284233216,3,10,1.0000000000000002,12.663500791468799
200,0.1,0.6,0.8,5,20,value_iteration,15.47845715098083,38,1520000,0.0,,,1.0000000000000002,7.598784194528875
200,0.1,0.6,0.8,5,20,mega_state_agg,1.908074976876378,9,200032,0.9230472915284231,8,4,1.0000000000000002,7.598784194528875
200,0.1,0.6,0.85,2,5,value_iteration,18.852066500112414,51,2040000,0.0,,,1.3333333333333333,8.498229535513435
200,0.1,0.6,0.85,2,5,mega_state_agg,1.9238505279645324,16,240050,1.1817752388429987,7,10,1.3333333333333333,8.498229535513435
200,0.1,0.6,0.85,2,10,value_iteration,19.515561399050057,51,2040000,0.0,,,1.3333333333333333,12.744822415893543
200,0.1,0.6,0.85,2,10,mega_state_agg,1.5634224279783666,19,160065,1.3310487046367099,7,15,1.3333333333333333,12.744822415893543
200,0.1,0.6,0.85,5,20,value_iteration,20.58634022064507,51,2040000,0.0,,,1.3333333333333333,10.195513973851506
200,0.1,0.6,0.85,5,20,mega_state_agg,1.8055157358758152,16,200088,1.3050550978482391,8,11,1.3333333333333333,10.195513973851506
200,0.1,0.5,0.99,5,20,value_iteration,132.7749974327162,351,14040000,0.0,,,19.999999999999982,2.9827846163945653
200,0.1,0.5,0.99,5,20,mega_state_agg,44.23545393673703,564,4707011,19.997625865662073,439,449,19.999999999999982,2.9827846163945653
200,0.1,0.6,0.9,2,5,value_iteration,30.53499431302771,78,3120000,0.0,,,2.0000000000000004,8.661734290195861
200,0.1,0.6,0.9,2,5,mega_state_agg,3.5008513256907463,29,360205,1.876571256629033,18,20,2.0000000000000004,8.661734290195861
200,0.1,0.6,0.9,2,10,value_iteration,29.81489082518965,78,3120000,0.0,,,2.0000000000000004,11.133711594047746
200,0.1,0.6,0.9,2,10,mega_state_agg,2.5903702322393656,37,280230,1.8668621171609008,13,30,2.0000000000000004,11.133711594047746
200,0.1,0.6,0.9,5,20,value_iteration,30.53676496585831,78,3120000,0.0,,,2.0000000000000004,9.745127436281859
200,0.1,0.6,0.9,5,20,mega_state_agg,3.0585279250517488,28,320160,1.9930280496294674,8,20,2.0000000000000004,9.745127436281859
200,0.1,0.6,0.95,2,5,value_iteration,58.829658661969006,155,6200000,0.0,,,3.999999999999997,7.367883159633507
200,0.1,0.6,0.95,2,5,mega_state_agg,7.596854749135673,71,841490,3.833186054481132,58,50,3.999999999999997,7.367883159633507
200,0.1,0.6,0.95,2,10,value_iteration,63.63941395608708,155,6200000,0.0,,,3.999999999999997,9.091175694301885
200,0.1,0.6,0.95,2,10,mega_state_agg,6.719402595888823,97,681980,3.850383842193409,51,80,3.999999999999997,9.091175694301885
200,0.1,0.6,0.95,5,20,value_iteration,58.74921934772283,155,6200000,0.0,,,3.999999999999997,8.592255882923585
200,0.1,0.6,0.95,5,20,mega_state_agg,6.555484902579337,78,721580,3.9755359141660698,44,60,3.999999999999997,8.592255882923585
200,0.1,0.6,0.99,2,5,value_iteration,122.79634095402434,307,12280000,0.0,,,19.999999999999982,2.5203806021000434
200,0.1,0.6,0.99,2,5,mega_state_agg,46.83102313661948,415,4872280,19.958988214050123,451,295,19.999999999999982,2.5203806021000434
200,0.1,0.6,0.99,2,10,value_iteration,116.45587404398248,307,12280000,0.0,,,19.999999999999982,2.759811038345192
200,0.1,0.6,0.99,2,10,mega_state_agg,42.736910220235586,638,4449580,19.900309216090164,446,530,19.999999999999982,2.759811038345192
200,0.1,0.7,0.8,2,5,value_iteration,15.05465227086097,40,1600000,0.0,,,1.0000000000000002,9.998625189036508
200,0.1,0.7,0.8,2,5,mega_state_agg,1.444922422990203,10,160022,0.9968032311488475,7,6,1.0000000000000002,9.998625189036508
200,0.1,0.7,0.8,2,10,value_iteration,15.094895865768194,40,1600000,0.0,,,1.0000000000000002,9.998125351496594
200,0.1,0.7,0.8,2,10,mega_state_agg,1.437189161311835,14,160030,0.7483654779457405,3,10,1.0000000000000002,9.998125351496594
200,0.1,0.7,0.8,5,20,value_iteration,15.372660634107888,40,1600000,0.0,,,1.0000000000000002,7.998720204767237
200,0.1,0.7,0.8,5,20,mega_state_agg,1.7966642859391868,9,200032,0.9230439536461974,8,4,1.0000000000000002,7.998720204767237
200,0.1,0.7,0.85,2,5,value_iteration,19.836555589921772,53,2120000,0.0,,,1.3333333333333333,8.831493438866902
200,0.1,0.7,0.85,2,5,mega_state_agg,2.1434937133453786,16,240050,1.1817284044637235,7,10,1.3333333333333333,8.831493438866902
200,0.1,0.7,0.85,2,10,value_iteration,20.028851087205112,53,2120000,0.0,,,1.3333333333333333,10.594702648675662
200,0.1,0.7,0.85,2,10,mega_state_agg,1.8304331917315722,25,200100,1.2011107814412005,7,20,1.3333333333333333,10.594702648675662
200,0.1,0.7,0.85,5,20,value_iteration,20.342866878025234,53,2120000,0.0,,,1.3333333333333333,10.59475559597999
200,0.1,0.7,0.85,5,20,mega_state_agg,1.7642916282638907,16,200099,1.305008263468963,9,11,1.3333333333333333,10.59475559597999
200,0.1,0.6,0.99,5,20,value_iteration,119.51541790971532,307,12280000,0.0,,,19.999999999999982,2.751352150670138
200,0.1,0.6,0.99,5,20,mega_state_agg,43.652065108995885,529,4463260,19.93356556409752,452,420,19.999999999999982,2.751352150670138
200,0.1,0.7,0.9,2,5,value_iteration,31.57525124400854,81,3240000,0.0,,,2.0000000000000004,8.995252505622032
200,0.1,0.7,0.9,2,5,mega_state_agg,3.416339465416968,29,360190,1.8764875834844261,17,20,2.0000000000000004,8.995252505622032
200,0.1,0.7,0.9,2,10,value_iteration,30.889910674188286,81,3240000,0.0,,,2.0000000000000004,11.562343872671473
200,0.1,0.7,0.9,2,10,mega_state_agg,2.7278931620530784,37,280220,1.866778444016294,12,30,2.0000000000000004,11.562343872671473
200,0.1,0.7,0.9,5,20,value_iteration,31.825234966818243,81,3240000,0.0,,,2.0000000000000004,10.119307889312262
200,0.1,0.7,0.9,5,20,mega_state_agg,2.9910332481376827,28,320180,1.9929443764848678,9,20,2.0000000000000004,10.119307889312262
200,0.1,0.7,0.95,2,5,value_iteration,65.36284896591678,162,6480000,0.0,,,3.999999999999997,7.701312669728969
200,0.1,0.7,0.95,2,5,mega_state_agg,8.206468817777932,71,841415,3.833027682621342,56,50,3.999999999999997,7.701312669728969
200,0.1,0.7,0.95,2,10,value_iteration,65.9921493679285,162,6480000,0.0,,,3.999999999999997,9.503417123749744
200,0.1,0.7,0.95,2,10,mega_state_agg,6.6999398078769445,97,681860,3.8502254703336085,47,80,3.999999999999997,9.503417123749744
200,0.1,0.7,0.95,5,20,value_iteration,63.4296519192867,162,6480000,0.0,,,3.999999999999997,8.980044345898005
200,0.1,0.7,0.95,5,20,mega_state_agg,6.5632521766237915,78,721600,3.975377542306287,44,60,3.999999999999997,8.980044345898005
200,0.1,0.7,0.99,2,5,value_iteration,102.830369010102,274,10960000,0.0,,,19.999999999999982,2.411133452716705
200,0.1,0.7,0.99,2,5,mega_state_agg,43.132786756847054,387,4545580,19.86625829721845,438,275,19.999999999999982,2.411133452716705
200,0.1,0.7,0.99,2,10,value_iteration,109.13696863129735,274,10960000,0.0,,,19.999999999999982,2.66626445645669
200,0.1,0.7,0.99,2,10,mega_state_agg,41.72898192703724,590,4110620,19.981991528143112,427,490,19.999999999999982,2.66626445645669
200,0.1,0.92,0.8,2,5,value_iteration,16.42545506497845,42,1680000,0.0,,,1.0000000000000002,10.498622055855169
200,0.1,0.92,0.8,2,5,mega_state_agg,1.5229097590781748,10,160021,0.9966690211513276,6,6,1.0000000000000002,10.498622055855169
200,0.1,0.92,0.8,2,10,value_iteration,16.580602272879332,42,1680000,0.0,,,1.0000000000000002,6.9973759840059975
200,0.1,0.92,0.8,2,10,mega_state_agg,1.968925572000444,26,240090,0.8961426604159306,6,20,1.0000000000000002,6.9973759840059975
200,0.1,0.92,0.8,5,20,value_iteration,17.212425210047513,42,1680000,0.0,,,1.0000000000000002,8.398824164616954
200,0.1,0.92,0.8,5,20,mega_state_agg,1.9125054152682424,9,200028,0.9229097436486766,7,4,1.0000000000000002,8.398824164616954
200,0.1,0.92,0.85,2,5,value_iteration,23.991786457132548,57,2280000,0.0,,,1.3333333333333333,9.498219083921764
200,0.1,0.92,0.85,2,5,mega_state_agg,2.3910353002138436,16,240045,1.1815884658906812,6,10,1.3333333333333333,9.498219083921764
200,0.1,0.7,0.99,5,20,value_iteration,108.20035553630441,274,10960000,0.0,,,19.999999999999982,2.650121141486486
200,0.1,0.7,0.99,5,20,mega_state_agg,40.51977139990777,501,4135660,19.952121974845156,447,400,19.999999999999982,2.650121141486486
200,0.1,0.92,0.85,2,10,value_iteration,22.45646802894771,57,2280000,0.0,,,1.3333333333333333,7.120327285219075
200,0.1,0.92,0.85,2,10,mega_state_agg,3.0009937616996467,38,320210,1.1851949907518335,11,30,1.3333333333333333,7.120327285219075
200,0.1,0.92,0.85,5,20,value_iteration,22.627712700981647,57,2280000,0.0,,,1.3333333333333333,8.138206739006282
200,0.1,0.92,0.85,5,20,mega_state_agg,2.64149731118232,27,280160,1.2867112428345777,8,20,1.3333333333333333,8.138206739006282
200,0.1,0.92,0.9,2,5,value_iteration,34.31604608008638,87,3480000,0.0,,,2.0000000000000004,9.662238140852109
200,0.1,0.92,0.9,2,5,mega_state_agg,3.423965841997415,29,360165,1.876236543296102,14,20,2.0000000000000004,9.662238140852109
200,0.1,0.92,0.9,2,10,value_iteration,34.60820220923051,87,3480000,0.0,,,2.0000000000000004,8.692632993537977
200,0.1,0.92,0.9,2,10,mega_state_agg,3.954908130224794,51,400339,1.9843403076934845,19,41,2.0000000000000004,8.692632993537977
200,0.1,0.92,0.9,5,20,value_iteration,35.564216455910355,87,3480000,0.0,,,2.0000000000000004,9.662372278987117
200,0.1,0.92,0.9,5,20,mega_state_agg,3.4422530690208077,29,360160,1.7933512257511914,8,20,2.0000000000000004,9.662372278987117
200,0.1,0.92,0.95,2,5,value_iteration,70.18586008017883,177,7080000,0.0,,,3.999999999999997,8.417998822906945
200,0.1,0.92,0.95,2,5,mega_state_agg,8.040915921796113,71,841055,3.8326358948374057,42,50,3.999999999999997,8.417998822906945
200,0.1,0.92,0.95,2,10,value_iteration,70.99673790391535,177,7080000,0.0,,,3.999999999999997,10.392202912165336
200,0.1,0.92,0.95,2,10,mega_state_agg,6.786153757944703,97,681280,3.914138658044081,28,80,3.999999999999997,10.392202912165336
200,0.1,0.92,0.95,5,20,value_iteration,69.93834770098329,177,7080000,0.0,,,3.999999999999997,9.816971713810316
200,0.1,0.92,0.95,5,20,mega_state_agg,6.502074458170682,78,721200,3.974985754522347,33,60,3.999999999999997,9.816971713810316
200,0.1,0.92,0.99,2,5,value_iteration,87.95857360213995,222,8880000,0.0,,,19.999999999999982,2.368378940630501
200,0.1,0.92,0.99,2,5,mega_state_agg,35.067205416969955,323,3749400,19.740658245457226,278,230,19.999999999999982,2.368378940630501
200,0.1,0.92,0.99,2,10,value_iteration,85.87599397310987,222,8880000,0.0,,,19.999999999999982,2.6374253026504935
200,0.1,0.92,0.99,2,10,mega_state_agg,31.470270725898445,493,3366920,19.929430487389567,238,410,19.999999999999982,2.6374253026504935
200,0.1,0.95,0.8,2,5,value_iteration,16.62400803109631,43,1720000,0.0,,,1.0000000000000002,10.748656417947757
200,0.1,0.95,0.8,2,5,mega_state_agg,1.4699723171070218,10,160020,0.9966961005058463,5,6,1.0000000000000002,10.748656417947757
200,0.1,0.95,0.8,2,10,value_iteration,16.101480235811323,43,1720000,0.0,,,1.0000000000000002,7.164278573808731
200,0.1,0.95,0.8,2,10,mega_state_agg,2.153044275008142,26,240080,0.9440942517009971,5,20,1.0000000000000002,7.164278573808731
200,0.1,0.95,0.8,5,20,value_iteration,16.429931388236582,43,1720000,0.0,,,1.0000000000000002,8.598968123825141
200,0.1,0.95,0.8,5,20,mega_state_agg,1.8783295913599432,9,200024,0.9229368230031962,6,4,1.0000000000000002,8.598968123825141
200,0.1,0.92,0.99,5,20,value_iteration,83.75604187417775,222,8880000,0.0,,,19.999999999999982,2.5829120588252406
200,0.1,0.92,0.99,5,20,mega_state_agg,32.348104677163064,405,3437980,19.94620923937113,242,320,19.999999999999982,2.5829120588252406
200,0.1,0.95,0.85,2,5,value_iteration,22.785082555375993,58,2320000,0.0,,,1.3333333333333333,9.664854506446709
200,0.1,0.95,0.85,2,5,mega_state_agg,2.190170526970178,16,240045,1.2155511411794704,6,10,1.3333333333333333,9.664854506446709
200,0.1,0.95,0.85,2,10,value_iteration,22.23149893572554,58,2320000,0.0,,,1.3333333333333333,7.245924167655693
200,0.1,0.95,0.85,2,10,mega_state_agg,2.9259654358029366,38,320180,1.2521881241478034,9,30,1.3333333333333333,7.245924167655693
200,0.1,0.95,0.85,5,20,value_iteration,22.701661974191666,58,2320000,0.0,,,1.3333333333333333,7.2472822691490695
200,0.1,0.95,0.85,5,20,mega_state_agg,2.9581196289509535,28,320120,1.1411487831410723,6,20,1.3333333333333333,7.2472822691490695
200,0.1,0.95,0.9,2,5,value_iteration,34.382059635128826,88,3520000,0.0,,,2.0000000000000004,9.773569713040219
200,0.1,0.95,0.9,2,5,mega_state_agg,3.3504599346779287,29,360155,1.8762136034951382,13,20,2.0000000000000004,9.773569713040219
200,0.1,0.95,0.9,2,10,value_iteration,36.07322257012129,88,3520000,0.0,,,2.0000000000000004,7.32676976874883
200,0.1,0.95,0.9,2,10,mega_state_agg,4.6966055179946125,62,480430,1.793591946499106,14,50,2.0000000000000004,7.32676976874883
200,0.1,0.95,0.9,5,20,value_iteration,35.31668167375028,88,3520000,0.0,,,2.0000000000000004,9.774519604576252
200,0.1,0.95,0.9,5,20,mega_state_agg,3.4884026870131493,29,360120,1.9004793504668198,6,20,2.0000000000000004,9.774519604576252
200,0.1,0.95,0.95,2,5,value_iteration,69.42592683015391,179,7160000,0.0,,,3.999999999999997,8.514838533212032
200,0.1,0.95,0.95,2,5,mega_state_agg,8.051530794240534,71,840885,3.832577329668883,32,50,3.999999999999997,8.514838533212032
200,0.1,0.95,0.95,2,10,value_iteration,69.59089507721364,179,7160000,0.0,,,3.999999999999997,9.927347346237037
200,0.1,0.95,0.95,2,10,mega_state_agg,6.879785628989339,98,721240,3.9175180136862906,30,80,3.999999999999997,9.927347346237037
200,0.1,0.95,0.95,5,20,value_iteration,70.81857250118628,179,7160000,0.0,,,3.999999999999997,9.929274719179032
200,0.1,0.95,0.95,5,20,mega_state_agg,7.012429727241397,78,721100,3.974927189353835,29,60,3.999999999999997,9.929274719179032
200,0.1,0.95,0.99,2,5,value_iteration,86.15498097194359,216,8640000,0.0,,,19.999999999999982,2.3578951964707984
200,0.1,0.95,0.99,2,5,mega_state_agg,35.88816435076296,316,3664285,19.913875419472774,221,225,19.999999999999982,2.3578951964707984
200,0.1,0.95,0.99,2,10,value_iteration,85.87488889927045,216,8640000,0.0,,,19.999999999999982,2.636767030646313
200,0.1,0.95,0.99,2,10,mega_state_agg,30.747152883093804,481,3276740,19.89679246173776,190,400,19.999999999999982,2.636767030646313
200,0.1,0.98,0.8,2,5,value_iteration,17.657353728078306,43,1720000,0.0,,,1.0000000000000002,7.1654724212631224
200,0.1,0.98,0.8,2,5,mega_state_agg,2.3175760749727488,16,240040,0.8004014375538162,5,10,1.0000000000000002,7.1654724212631224
200,0.1,0.98,0.8,2,10,value_iteration,17.36518006073311,43,1720000,0.0,,,1.0000000000000002,7.164278573808731
200,0.1,0.98,0.8,2,10,mega_state_agg,2.2894431189633906,26,240080,0.9913373563122478,5,20,1.0000000000000002,7.164278573808731
200,0.1,0.98,0.8,5,20,value_iteration,17.43550500134006,43,1720000,0.0,,,1.0000000000000002,8.598968123825141
200,0.1,0.98,0.8,5,20,mega_state_agg,1.9356213570572436,9,200024,0.922897922483668,6,4,1.0000000000000002,8.598968123825141
200,0.1,0.95,0.99,5,20,value_iteration,87.58177372813225,216,8640000,0.0,,,19.999999999999982,2.639683238011439
200,0.1,0.95,0.99,5,20,mega_state_agg,30.65570287918672,401,3273120,19.99302198893794,211,320,19.999999999999982,2.639683238011439
200,0.1,0.98,0.85,2,5,value_iteration,24.229224822018296,58,2320000,0.0,,,1.3333333333333333,9.664854506446709
200,0.1,0.98,0.85,2,5,mega_state_agg,2.2925562439486384,16,240045,1.2862420555265457,6,10,1.3333333333333333,9.664854506446709
200,0.1,0.98,0.85,2,10,value_iteration,23.56603944581002,58,2320000,0.0,,,1.3333333333333333,7.246376811594203
200,0.1,0.98,0.85,2,10,mega_state_agg,3.0002925293520093,38,320160,1.3180773340733012,7,30,1.3333333333333333,7.246376811594203
200,0.1,0.98,0.85,5,20,value_iteration,23.036725882906467,58,2320000,0.0,,,1.3333333333333333,7.2472822691490695
200,0.1,0.98,0.85,5,20,mega_state_agg,3.0631328597664833,28,320120,1.2070379930665665,6,20,1.3333333333333333,7.2472822691490695
200,0.1,0.98,0.9,2,5,value_iteration,35.51563212508336,89,3560000,0.0,,,2.0000000000000004,9.885181945659266
200,0.1,0.98,0.9,2,5,mega_state_agg,3.5248522707261145,29,360135,1.9264305281301661,10,20,2.0000000000000004,9.885181945659266
200,0.1,0.98,0.9,2,10,value_iteration,34.8000354738906,89,3560000,0.0,,,2.0000000000000004,7.410491257285595
200,0.1,0.98,0.9,2,10,mega_state_agg,4.198111420031637,62,480400,1.896698688028942,12,50,2.0000000000000004,7.410491257285595
200,0.1,0.98,0.9,5,20,value_iteration,34.445412488188595,89,3560000,0.0,,,2.0000000000000004,8.897330800759772
200,0.1,0.98,0.9,5,20,mega_state_agg,3.680347640067339,30,400120,1.8017734644378525,6,20,2.0000000000000004,8.897330800759772
200,0.1,0.98,0.95,2,5,value_iteration,68.89688860857859,180,7200000,0.0,,,3.999999999999997,8.563527697659897
